,st_pmralim,ra,st_logglim,st_tmagerr1,st_pmdec,st_radlim,st_tmag,st_pmra,st_pmdecerr2,st_radsymerr,st_tefferr2,st_dist,st_loggsymerr,st_distsymerr,st_tefflim,st_distlim,st_disterr2,st_teff,st_loggerr2,dec,st_tmagsymerr,st_pmdeclim,st_pmraerr2,st_rad,st_loggerr1,st_tmagerr2,st_pmrasymerr,st_logg,st_teffsymerr,st_pmdecerr1,st_tmaglim,st_pmdecsymerr,st_disterr1,st_raderr1,st_pmraerr1,st_tefferr1,st_raderr2,tfopwg_disp
5205,0.0,117.737465,0,0.006,-27.029,0,10.2003,-8.61,-0.058,1,-128.6,242.868,1,1,0,0,-2.3905,6040.0,-0.08,67.043203,1,0.0,-0.043,1.51,0.08,-0.006,1.0,4.13,1,0.058,0,1.0,2.3905,0.07,0.043,128.6,-0.07,NOT PLANET
5207,0.0,302.798423,0,0.006,-3.022,0,11.8452,-6.145,-0.045,1,-124.1,348.849,1,1,0,0,-3.641,5392.9,-0.08,-61.135466,1,0.0,-0.052,1.27,0.08,-0.006,1.0,4.2,1,0.045,0,1.0,3.641,0.07,0.052,124.1,-0.07,PLANET
5215,0.0,70.339767,0,0.007,-38.609,0,14.857,-5.429,-0.09,1,-133.0,385.689,1,1,0,0,-5.7415,3837.0,-0.400388,-32.320417,1,0.0,-0.057,0.633668,0.400388,-0.007,1.0,4.72608,1,0.09,0,1.0,5.7415,0.0202681,0.057,133.0,-0.0202681,PLANET
5221,0.0,172.560141,0,0.007,-133.142,0,11.2373,-80.377,-0.063,1,-157.0,38.0266,1,1,0,0,-0.07955,3464.0,-0.0057881,7.587832,1,0.0,-0.083,0.444516,0.0057881,-0.007,1.0,4.7864,1,0.063,0,1.0,0.07955,0.0131784,0.083,157.0,-0.0131784,PLANET
5222,0.0,140.339084,0,0.006,-14.008,0,8.89098,-33.463,-0.074,1,-127.006,109.86,1,1,0,0,-0.8055,5910.0,-0.0781593,14.367869,1,0.0,-0.09,1.2550499,0.0781593,-0.006,1.0,4.27216,1,0.074,0,1.0,0.8055,0.0581457,0.09,127.006,-0.0581457,PLANET
5223,0.0,137.201544,0,0.007,192.629,0,12.4289,-458.496,-0.068,1,-157.0,21.8182,1,1,0,0,-0.0307,3166.0,-0.027277,11.86225,1,0.0,-0.104,0.194357,0.027277,-0.007,1.0,5.07428,1,0.068,0,1.0,0.0307,0.0058894,0.104,157.0,-0.0058894,PLANET
5224,0.0,125.986485,0,0.006,43.543,0,11.0384,-126.231,-0.039,1,-132.02,105.58,1,1,0,0,-0.4845,4678.0,-0.096305,22.663226,1,0.0,-0.065,0.709927,0.096305,-0.006,1.0,4.60838,1,0.039,0,1.0,0.4845,0.0543568,0.065,132.02,-0.0543568,PLANET
5225,0.0,67.82053,0,0.006,-27.029,0,10.3729,-33.984,-0.063,1,-131.712,144.202,1,1,0,0,-1.1885,5372.0,-0.0856318,19.83169,1,0.0,-0.16,1.0,0.0856318,-0.006,1.0,4.40929,1,0.063,0,1.0,1.1885,0.05,0.16,131.712,-0.05,PLANET
5226,0.0,57.225546,0,0.006,-91.719,0,11.3075,55.603,-0.058,1,-19.0,146.905,1,1,0,0,-1.0675,5062.0,-0.03,13.483139,1,0.0,-0.079,0.707445,0.03,-0.006,1.0,4.62,1,0.058,0,1.0,1.0675,0.034104,0.079,19.0,-0.034104,NOT PLANET
5229,0.0,65.469614,0,0.006,-76.763,0,11.4529,200.606,-0.066,1,-115.364,72.7998,1,1,0,0,-0.28525,3893.47,-0.123487,21.353263,1,0.0,-0.123,0.655766,0.123487,-0.006,1.0,4.58272,1,0.066,0,1.0,0.28525,0.0672839,0.123,115.364,-0.0672839,PLANET
5242,0.0,136.426,0,0.008,-56.98,0,13.6281,-3.633,-0.057,1,-157.0,186.562,1,1,0,0,-1.311,3695.0,-0.01,55.307131,1,0.0,-0.059,0.59,0.01,-0.008,1.0,4.66,1,0.057,0,1.0,1.311,0.02,0.059,157.0,-0.02,PLANET
5243,0.0,278.550256,0,0.006,136.992,0,11.6643,0.733,-0.048,1,-123.9,117.383,1,1,0,0,-0.3015,3999.0,-0.12,86.557356,1,0.0,-0.042,0.87,0.12,-0.006,1.0,4.35,1,0.048,0,1.0,0.3015,0.09,0.042,123.9,-0.09,NOT PLANET
5245,0.0,136.221429,0,0.007,-27.61,0,12.574,24.31,-0.049,1,-120.7,974.619,1,1,0,0,-24.9615,8055.0,-0.08,79.355104,1,0.0,-0.039,1.32,0.08,-0.007,1.0,4.49,1,0.049,0,1.0,24.9615,0.05,0.039,120.7,-0.05,NOT PLANET
5249,0.0,42.291509,0,0.006,3.859,0,10.9923,1.071,-0.042,1,-107.0,402.63,1,1,0,0,-3.8195,6025.8,-0.07,-58.024683,1,0.0,-0.042,1.76095,0.07,-0.006,1.0,4.0,1,0.042,0,1.0,3.8195,0.0741809,0.042,107.0,-0.0741809,PLANET
5260,0.0,46.818616,0,0.006,-69.698,0,10.5704,-23.136,-0.04,1,-124.7,233.266,1,1,0,0,-1.5315,5972.0,-0.08,-31.162995,1,0.0,-0.031,1.21,0.08,-0.006,1.0,4.31,1,0.04,0,1.0,1.5315,0.06,0.031,124.7,-0.06,PLANET
5271,0.0,129.688303,0,0.006,38.374,0,8.5925,-63.858,-0.041,1,-92.0,31.5666,1,1,0,0,-0.03205,4695.0,-0.2,-13.256527,1,0.0,-0.051,0.63,0.2,-0.006,1.0,4.5,1,0.041,0,1.0,0.03205,0.05,0.051,92.0,-0.05,PLANET
5272,0.0,129.688303,0,0.006,38.374,0,8.5925,-63.858,-0.041,1,-92.0,31.5666,1,1,0,0,-0.03205,4695.0,-0.2,-13.256527,1,0.0,-0.051,0.63,0.2,-0.006,1.0,4.5,1,0.041,0,1.0,0.03205,0.05,0.051,92.0,-0.05,PLANET
5283,0.0,148.185152,0,0.006,-61.511,0,9.5273,-108.432,-0.094,1,-185.0,85.799,1,1,0,0,-0.496,5391.0,-0.28868,6.216103,1,0.0,-0.088,0.84,0.28868,-0.006,1.0,4.52526,1,0.094,0,1.0,0.496,0.05,0.088,185.0,-0.05,PLANET
5284,0.0,148.185152,0,0.006,-61.511,0,9.5273,-108.432,-0.094,1,-185.0,85.799,1,1,0,0,-0.496,5391.0,-0.28868,6.216103,1,0.0,-0.088,0.84,0.28868,-0.006,1.0,4.52526,1,0.094,0,1.0,0.496,0.05,0.088,185.0,-0.05,PLANET
5285,0.0,148.185152,0,0.006,-61.511,0,9.5273,-108.432,-0.094,1,-185.0,85.799,1,1,0,0,-0.496,5391.0,-0.28868,6.216103,1,0.0,-0.088,0.840576,0.28868,-0.006,1.0,4.52526,1,0.094,0,1.0,0.496,0.0452261,0.088,185.0,-0.0452261,PLANET
5286,0.0,148.185152,0,0.006,-61.511,0,9.5273,-108.432,-0.094,1,-185.0,85.799,1,1,0,0,-0.496,5391.0,-0.28868,6.216103,1,0.0,-0.088,0.840576,0.28868,-0.006,1.0,4.52526,1,0.094,0,1.0,0.496,0.0452261,0.088,185.0,-0.0452261,PLANET
5294,0.0,184.901638,0,0.007,28.563,0,14.6877,-43.117,-0.046,1,-157.0,390.415,1,1,0,0,-5.8005,3927.0,-0.01,48.68329,1,0.0,-0.034,0.65,0.01,-0.007,1.0,4.61,1,0.046,0,1.0,5.8005,0.02,0.034,157.0,-0.02,PLANET
5298,0.0,144.007464,0,0.007,-990.311,0,8.74094,138.694,-0.083,1,-90.0,9.44181,1,1,0,0,-0.00511,3505.0,-0.061793,-21.665063,1,0.0,-0.1,0.36,0.061793,-0.007,1.0,4.90573,1,0.083,0,1.0,0.00511,0.01,0.1,90.0,-0.01,PLANET
5300,0.0,210.063939,0,0.007,-12.634,0,12.64,15.248,-0.021,1,-122.6,718.289,1,1,0,0,-7.1215,5989.0,-0.08,75.08442,1,0.0,-0.028,1.45,0.08,-0.007,1.0,4.16,1,0.021,0,1.0,7.1215,0.07,0.028,122.6,-0.07,NOT PLANET
5314,0.0,218.276625,0,0.006,-6.951,0,9.32423,29.242,-0.062,1,-143.7,161.997,1,1,0,0,-0.806,6458.0,-0.09,21.894688,1,0.0,-0.059,1.33,0.09,-0.006,1.0,4.31,1,0.062,0,1.0,0.806,0.07,0.059,143.7,-0.07,PLANET
5315,0.0,213.156551,0,0.006,-142.891,0,10.9016,37.839,-0.083,1,-112.299,141.837,1,1,0,0,-1.1425,5061.9,-0.0805666,4.059417,1,0.0,-0.093,0.859778,0.0805666,-0.006,1.0,4.49667,1,0.083,0,1.0,1.1425,0.0484824,0.093,112.299,-0.0484824,PLANET
5317,0.0,175.643637,0,0.008,-25.733,0,14.9839,-61.148,-0.13,1,-157.0,306.144,1,1,0,0,-9.566,3770.0,-0.01,20.965292,1,0.0,-0.121,0.53,0.01,-0.008,1.0,4.71,1,0.13,0,1.0,9.566,0.02,0.121,157.0,-0.02,PLANET
5323,0.0,130.295154,0,0.006,-11.025,0,10.6701,-2.508,-0.042,1,-189.0,199.581,1,1,0,0,-1.2615,5752.0,-0.584777,-16.036327,1,0.0,-0.05,1.12196,0.584777,-0.006,1.0,4.47122,1,0.042,0,1.0,1.2615,0.0548141,0.05,189.0,-0.0548141,PLANET
5324,0.0,193.406978,0,0.007,8.787,0,12.0633,-42.231,-0.156,1,-102.2,257.567,1,1,0,0,-9.587,5268.9,-0.08,24.373263,1,0.0,-0.218,0.83,0.08,-0.007,1.0,4.55,1,0.156,0,1.0,9.587,0.05,0.218,102.2,-0.05,NOT PLANET
5332,0.0,211.009596,0,0.007,14.535,0,13.8994,-44.646,-0.049,1,-157.0,163.236,1,1,0,0,-0.971,3571.0,-0.01,38.620245,1,0.0,-0.036,0.51,0.01,-0.007,1.0,4.73,1,0.049,0,1.0,0.971,0.02,0.036,157.0,-0.02,NOT PLANET
5345,0.0,131.086145,0,0.007,-45.743,0,12.625,48.691,-0.054,1,-101.0,83.5896,1,1,0,0,-0.28795,3380.0,-0.490647,-28.07677,1,0.0,-0.055,0.325,0.490647,-0.007,1.0,4.92521,1,0.054,0,1.0,0.28795,0.068,0.055,101.0,-0.068,NOT PLANET
5356,0.0,131.58039,0,0.007,-8.71,0,12.212,-4.077,-0.041,1,,386.346,1,1,0,0,-5.192,5959.0,,-8.026985,1,0.0,-0.053,0.959588,,-0.007,1.0,4.4894,1,0.041,0,1.0,5.192,0.0442739,0.053,,-0.0442739,PLANET
5359,0.0,222.767322,0,0.006,-2.758,0,11.4063,-28.621,-0.067,1,-104.7,199.173,1,1,0,0,-1.4405,5316.0,-0.0747204,5.947363,1,0.0,-0.065,0.864673,0.0747204,-0.006,1.0,4.52626,1,0.067,0,1.0,1.4405,0.0424071,0.065,104.7,-0.0424071,PLANET
5360,0.0,223.819979,0,0.009,-4.687,0,12.2688,-27.064,-0.063,1,-132.908,398.276,1,1,0,0,-5.7385,5878.0,-0.0814645,-2.057687,1,0.0,-0.065,1.02573,0.0814645,-0.009,1.0,4.4413,1,0.063,0,1.0,5.7385,0.0489799,0.065,132.908,-0.0489799,PLANET
5361,0.0,221.943887,0,0.006,18.018,0,12.1159,-28.082,-0.062,1,-103.81,392.791,1,1,0,0,-7.674,5849.09,-0.0739753,1.065023,1,0.0,-0.069,1.06358,0.0739753,-0.006,1.0,4.40819,1,0.062,0,1.0,7.674,0.0492513,0.069,103.81,-0.0492513,PLANET
5362,0.0,217.326648,0,0.006,0.345,0,11.3763,-19.053,-0.055,1,-138.967,213.982,1,1,0,0,-1.7455,5326.6,-0.0861962,-3.444499,1,0.0,-0.06,1.01342,0.0861962,-0.006,1.0,4.38933,1,0.055,0,1.0,1.7455,0.0651257,0.06,138.967,-0.0651257,PLANET
5363,0.0,222.210077,0,0.006,16.02,0,10.5319,-51.908,-0.096,1,-128.638,100.848,1,1,0,0,-0.462,4906.0,-0.0875436,22.152614,1,0.0,-0.067,0.771086,0.0875436,-0.006,1.0,4.56858,1,0.096,0,1.0,0.462,0.0519598,0.067,128.638,-0.0519598,PLANET
5365,0.0,47.384187,0,0.006,-89.146,0,10.6691,-5.565,-0.038,1,-130.7,165.393,1,1,0,0,-0.7005,5516.0,-0.08,-34.198481,1,0.0,-0.032,0.94,0.08,-0.006,1.0,4.48,1,0.038,0,1.0,0.7005,0.05,0.032,130.7,-0.05,PLANET
5368,0.0,221.058269,0,0.008,-4.688,0,12.9463,13.65,-0.042,1,-122.8,306.779,1,1,0,0,-2.5795,5013.0,-0.09,5.605373,1,0.0,-0.041,0.75,0.09,-0.008,1.0,4.61,1,0.042,0,1.0,2.5795,0.05,0.041,122.8,-0.05,PLANET
5373,0.0,227.215497,0,0.007,-8.702,0,11.0062,-16.713,-0.065,1,-106.7,322.114,1,1,0,0,-4.438,6090.0,-0.08,2.343286,1,0.0,-0.062,1.35,0.08,-0.007,1.0,4.23,1,0.065,0,1.0,4.438,0.06,0.062,106.7,-0.06,PLANET
5376,0.0,266.9231,0,0.008,65.114,0,14.2085,-0.8,-0.085,1,-157.0,226.318,1,1,0,0,-1.988,3588.0,-0.01,47.705049,1,0.0,-0.075,0.58,0.01,-0.008,1.0,4.67,1,0.085,0,1.0,1.988,0.02,0.075,157.0,-0.02,PLANET
5378,0.0,115.102779,0,0.006,-3.068,0,9.4727,6.317,-0.048,1,-203.0,156.226,1,1,0,0,-0.753,6845.0,-0.340345,-42.154663,1,0.0,-0.053,1.47,0.340345,-0.006,1.0,4.36113,1,0.048,0,1.0,0.753,0.07,0.053,203.0,-0.07,PLANET
5384,0.0,242.15447,0,0.008,-29.901,0,14.2399,6.252,-0.084,1,-157.0,100.029,1,1,0,0,-0.76205,3157.0,,19.253248,1,0.0,-0.089,0.36,,-0.008,1.0,4.87,1,0.084,0,1.0,0.76205,0.01,0.089,157.0,-0.01,NOT PLANET
5396,0.0,169.824869,0,0.006,-15.646,0,10.6147,47.358,-0.07,1,-126.013,89.637,1,1,0,0,-0.26945,4590.0,-0.0950234,44.989078,1,0.0,-0.038,0.757521,0.0950234,-0.006,1.0,4.5426,1,0.07,0,1.0,0.26945,0.059314,0.038,126.013,-0.059314,PLANET
5402,0.0,135.344358,0,0.006,-33.389,0,11.5598,-2.911,-0.046,1,,405.238,1,1,0,0,-7.6375,5743.0,,6.097083,1,0.0,-0.075,1.41374,,-0.006,1.0,4.14093,1,0.046,0,1.0,7.6375,0.0692261,0.075,,-0.0692261,PLANET
5406,0.0,208.458732,0,0.007,-19.401,0,12.7022,108.488,-0.059,1,-157.0,40.8668,1,1,0,0,-0.0729,3271.0,-0.0069524,52.602763,1,0.0,-0.064,0.292425,0.0069524,-0.007,1.0,4.93417,1,0.059,0,1.0,0.0729,0.0086479,0.064,157.0,-0.0086479,PLANET
5414,0.0,170.313577,0,0.007,-91.492,0,11.6196,-350.367,-0.117,1,-157.0,35.8256,1,1,0,0,-0.12685,3421.0,-0.0011949,25.273294,1,0.0,-0.115,0.37103,0.0011949,-0.007,1.0,4.85368,1,0.117,0,1.0,0.12685,0.0109547,0.115,157.0,-0.0109547,PLANET
5420,0.0,123.39505,0,0.006,-50.059,0,9.16067,-44.62,-0.043,1,-119.318,108.848,1,1,0,0,-0.3585,5874.0,-0.075839,68.57459,1,0.0,-0.031,1.10649,0.075839,-0.006,1.0,4.37711,1,0.043,0,1.0,0.3585,0.0514447,0.031,119.318,-0.0514447,PLANET
5436,0.0,144.926859,0,0.007,-4.094,0,12.4257,-2.206,-0.066,1,,861.843,1,1,0,0,-24.5325,6071.0,,-28.5856,1,0.0,-0.057,1.91031,,-0.007,1.0,3.93311,1,0.066,0,1.0,24.5325,0.0994273,0.057,,-0.0994273,PLANET
5439,0.0,278.191584,0,0.006,-11.645,0,10.042,-0.294,-0.087,1,-156.7,438.137,1,1,0,0,-7.3595,6199.0,-0.09,18.146175,1,0.0,-0.079,2.8,0.09,-0.006,1.0,3.62,1,0.087,0,1.0,7.3595,0.14,0.079,156.7,-0.14,NOT PLANET
5443,0.0,142.378244,0,0.006,-196.425,0,10.5295,-67.76,-0.05,1,-137.074,85.5353,1,1,0,0,-0.235,4661.56,-0.104786,50.963802,1,0.0,-0.048,0.732648,0.104786,-0.006,1.0,4.57751,1,0.05,0,1.0,0.235,0.0592965,0.048,137.074,-0.0592965,NOT PLANET
5444,0.0,148.37832,0,0.008,-177.216,0,10.7818,-87.855,-0.071,1,-157.0,28.5321,1,1,0,0,-0.0512,3466.0,-0.0044893,35.570548,1,0.0,-0.078,0.420908,0.0044893,-0.008,1.0,4.80761,1,0.071,0,1.0,0.0512,0.0124246,0.078,157.0,-0.0124246,PLANET
5447,0.0,127.99531,0,0.006,-46.863,0,8.77728,12.89,-0.05,1,-199.0,181.987,1,1,0,0,-1.266,6529.0,-0.334497,-16.885121,1,0.0,-0.055,1.88186,0.334497,-0.006,1.0,4.00314,1,0.05,0,1.0,1.266,0.0818217,0.055,199.0,-0.0818217,NOT PLANET
5458,0.0,144.875105,0,0.006,10.927,0,8.86849,-55.082,-0.069,1,-196.0,114.173,1,1,0,0,-0.5885,6313.0,-0.289026,-20.982419,1,0.0,-0.072,1.25,0.289026,-0.006,1.0,4.32632,1,0.069,0,1.0,0.5885,0.06,0.072,196.0,-0.06,PLANET
5468,0.0,270.736094,0,0.006,12.576,0,11.5578,9.094,-0.074,1,-128.7,278.969,1,1,0,0,-3.127,5589.0,-0.08,20.069409,1,0.0,-0.049,1.08,0.08,-0.006,1.0,4.37,1,0.074,0,1.0,3.127,0.06,0.049,128.7,-0.06,NOT PLANET
5480,0.0,140.506316,0,0.007,15.197,0,12.3368,-15.834,-0.089,1,,730.933,1,1,0,0,-23.4385,6010.0,,-23.946102,1,0.0,-0.061,1.70948,,-0.007,1.0,4.13259,1,0.089,0,1.0,23.4385,0.0996984,0.061,,-0.0996984,PLANET
5485,0.0,293.330825,0,0.006,-24.846,0,9.96017,-11.751,-0.12,1,-144.2,309.386,1,1,0,0,-5.673,6521.0,-0.09,29.299805,1,0.0,-0.091,1.86,0.09,-0.006,1.0,4.02,1,0.12,0,1.0,5.673,0.08,0.091,144.2,-0.08,NOT PLANET
5487,0.0,293.322326,0,0.006,0.436,0,9.77301,-0.84,-0.054,1,-134.5,192.475,1,1,0,0,-1.1305,6280.0,-0.08,30.704247,1,0.0,-0.041,1.33,0.08,-0.006,1.0,4.28,1,0.054,0,1.0,1.1305,0.06,0.041,134.5,-0.06,PLANET
5488,0.0,290.80532,0,0.006,-66.12,0,9.77017,3.874,-0.048,1,-132.8,174.979,1,1,0,0,-1.436,6030.0,-0.08,11.979134,1,0.0,-0.062,1.31,0.08,-0.006,1.0,4.25,1,0.048,0,1.0,1.436,0.06,0.062,132.8,-0.06,NOT PLANET
5494,0.0,297.923094,0,0.006,-2.327,0,10.4519,29.772,-0.047,1,-144.3,198.263,1,1,0,0,-2.309,5651.0,-0.08,2.519482,1,0.0,-0.082,1.22,0.08,-0.006,1.0,4.27,1,0.047,0,1.0,2.309,0.06,0.082,144.3,-0.06,NOT PLANET
5496,0.0,297.322652,0,0.006,-6.392,0,10.5523,-3.279,-0.045,1,-100.384,348.185,1,1,0,0,-4.473,6479.0,-0.0809691,4.672412,1,0.0,-0.059,1.65082,0.0809691,-0.006,1.0,4.1239,1,0.045,0,1.0,4.473,0.0695603,0.059,100.384,-0.0695603,PLANET
5497,0.0,298.395244,0,0.008,-6.365,0,13.6414,-3.778,-0.035,1,-85.0,720.753,1,1,0,0,-10.343,5781.0,,47.814986,1,0.0,-0.032,1.01034,,-0.008,1.0,4.44616,1,0.035,0,1.0,10.343,,0.032,85.0,,PLANET
5498,0.0,304.868782,0,0.006,-29.672,0,10.1872,12.44,-0.056,1,-127.9,156.53,1,1,0,0,-1.584,5708.0,-0.08,-7.54766,1,0.0,-0.101,1.05042,0.08,-0.006,1.0,4.4,1,0.056,0,1.0,1.584,0.0539698,0.101,127.9,-0.0539698,PLANET
5499,0.0,291.777046,0,0.006,-10.936,0,11.6659,-3.409,-0.074,1,-105.517,213.283,1,1,0,0,-2.4575,5529.0,-0.108347,1.383663,1,0.0,-0.084,0.937741,0.108347,-0.006,1.0,4.48157,1,0.074,0,1.0,2.4575,0.0946382,0.084,105.517,-0.0946382,PLANET
5500,0.0,307.725559,0,0.006,-48.279,0,10.9984,5.936,-0.082,1,-99.0122,153.242,1,1,0,0,-1.6225,5147.0,-0.0740522,6.429331,1,0.0,-0.101,0.85467,0.0740522,-0.006,1.0,4.51349,1,0.082,0,1.0,1.6225,0.0431834,0.101,99.0122,-0.0431834,PLANET
5501,0.0,306.123908,0,0.006,-5.412,0,11.734,13.263,-0.049,1,-136.811,364.813,1,1,0,0,-4.7125,5918.23,-0.0819789,16.762146,1,0.0,-0.05,1.15176,0.0819789,-0.006,1.0,4.34796,1,0.049,0,1.0,4.7125,0.0596583,0.05,136.811,-0.0596583,PLANET
5502,0.0,301.630179,0,0.007,244.205,0,11.1798,177.635,-0.036,1,-157.0,27.8123,1,1,0,0,-0.02505,3521.0,-0.0009539,15.989142,1,0.0,-0.044,0.343358,0.0009539,-0.007,1.0,4.8805,1,0.036,0,1.0,0.02505,0.0102719,0.044,157.0,-0.0102719,PLANET
5504,0.0,305.065546,0,0.006,-52.566,0,8.6133,51.783,-0.042,1,-122.8,42.9052,1,1,0,0,-0.0796,4821.0,-0.09,-7.411924,1,0.0,-0.07,0.817034,0.09,-0.006,1.0,4.51,1,0.042,0,1.0,0.0796,0.0545729,0.07,122.8,-0.0545729,PLANET
5505,0.0,303.1668,0,0.007,-50.429,0,10.3622,-132.759,-0.063,1,-157.0,49.7876,1,1,0,0,-0.11605,3965.0,-0.01,-2.144437,1,0.0,-0.09,0.636572,0.01,-0.007,1.0,4.62,1,0.063,0,1.0,0.11605,0.0188828,0.09,157.0,-0.0188828,PLANET
5506,0.0,304.207992,0,0.006,-15.319,0,11.8886,27.196,-0.05,1,-120.951,398.505,1,1,0,0,-7.0105,5962.0,-0.0766859,3.293949,1,0.0,-0.076,1.18678,0.0766859,-0.006,1.0,4.32795,1,0.05,0,1.0,7.0105,0.056784,0.076,120.951,-0.056784,PLANET
5507,0.0,327.24875,0,0.006,-37.309,0,9.937,43.77,-0.076,1,-121.2,84.0126,1,1,0,0,-0.4491,5134.0,-0.08,6.278178,1,0.0,-0.077,0.76,0.08,-0.006,1.0,4.61,1,0.076,0,1.0,0.4491,0.05,0.077,121.2,-0.05,PLANET
5508,0.0,330.671188,0,0.006,-18.094,0,9.78095,14.211,-0.076,1,-106.6,263.608,1,1,0,0,-3.4985,6270.7,-0.08,11.991029,1,0.0,-0.078,1.95,0.08,-0.006,1.0,3.94,1,0.076,0,1.0,3.4985,0.08,0.078,106.6,-0.08,NOT PLANET
5517,0.0,327.570011,0,0.006,2.87,0,10.4106,26.43,-0.071,1,-132.0,194.333,1,1,0,0,-1.554,5660.0,-0.07,4.194573,1,0.0,-0.071,1.22,0.07,-0.006,1.0,4.27,1,0.071,0,1.0,1.554,0.06,0.071,132.0,-0.06,PLANET
5518,0.0,327.570011,0,0.006,2.87,0,10.4106,26.43,-0.071,1,-132.0,194.333,1,1,0,0,-1.554,5660.0,-0.07,4.194573,1,0.0,-0.071,1.22,0.07,-0.006,1.0,4.27,1,0.071,0,1.0,1.554,0.06,0.071,132.0,-0.06,PLANET
5521,0.0,313.687293,0,0.009,-4.954,0,11.5352,-6.192,-0.062,1,-134.099,568.42,1,1,0,0,-11.694,6152.0,-0.0844973,9.179069,1,0.0,-0.064,1.86222,0.0844973,-0.009,1.0,3.96619,1,0.062,0,1.0,11.694,0.0965226,0.064,134.099,-0.0965226,PLANET
5523,0.0,322.377799,0,0.006,-89.83,0,8.0581,-10.357,-0.113,1,-117.775,80.7542,1,1,0,0,-0.3896,5809.0,-0.0730029,21.474527,1,0.0,-0.113,1.3820699,0.0730029,-0.006,1.0,4.17404,1,0.113,0,1.0,0.3896,0.0642412,0.113,117.775,-0.0642412,PLANET
5524,0.0,315.90549,0,0.007,-6.154,0,12.5375,4.218,-0.054,1,-122.303,738.519,1,1,0,0,-19.423,5916.0,-0.077383,11.989367,1,0.0,-0.056,1.66978,0.077383,-0.007,1.0,4.02617,1,0.054,0,1.0,19.423,0.0900829,0.056,122.303,-0.0900829,PLANET
5526,0.0,127.128062,0,0.007,2.863,0,9.3994,-7.079,-0.068,1,-138.2,900.651,1,1,0,0,-38.0205,9988.0,-0.07,-28.359254,1,0.0,-0.071,4.23822,0.07,-0.007,1.0,3.59,1,0.068,0,1.0,38.0205,0.207362,0.071,138.2,-0.207362,NOT PLANET
5527,0.0,315.531949,0,0.008,5.683,0,11.07,-9.074,-0.103,1,-129.066,466.433,1,1,0,0,-19.156,6228.0,-0.0934681,7.056279,1,0.0,-0.108,1.83823,0.0934681,-0.008,1.0,3.98845,1,0.103,0,1.0,19.156,0.113528,0.108,129.066,-0.113528,PLANET
5528,0.0,317.551526,0,0.006,5.379,0,8.08821,-5.719,-0.099,1,-138.264,182.273,1,1,0,0,-1.9425,7893.0,-0.0759884,10.738897,1,0.0,-0.1,2.02,0.0759884,-0.006,1.0,4.105,1,0.099,0,1.0,1.9425,0.06,0.1,138.264,-0.06,PLANET
5529,0.0,327.665695,0,0.007,-8.546,0,12.0671,-5.753,-0.069,1,-140.065,523.337,1,1,0,0,-16.812,5887.35,-0.0876321,10.462939,1,0.0,-0.068,1.41021,0.0876321,-0.007,1.0,4.16889,1,0.069,0,1.0,16.812,0.089118,0.068,140.065,-0.089118,PLANET
5530,0.0,315.025966,0,0.006,-93.436,0,8.8628,33.676,-0.043,1,-125.37,49.9605,1,1,0,0,-0.13165,4746.0,-0.0935477,-5.094857,1,0.0,-0.08,0.877591,0.0935477,-0.006,1.0,4.4323,1,0.043,0,1.0,0.13165,0.0636256,0.08,125.37,-0.0636256,PLANET
5531,0.0,296.393195,0,0.008,-6.358,0,14.8018,2.16,-0.052,1,-124.0,1257.16,1,1,0,0,-48.67,5741.0,,45.568533,1,0.0,-0.052,1.05268,,-0.008,1.0,4.40631,1,0.052,0,1.0,48.67,,0.052,124.0,,PLANET
5538,0.0,282.101495,0,0.006,-18.668,0,11.8512,-3.182,-0.074,1,-134.1,487.216,1,1,0,0,-9.4445,5308.0,-0.08,15.49419,1,0.0,-0.069,1.94,0.08,-0.006,1.0,3.82,1,0.074,0,1.0,9.4445,0.11,0.069,134.1,-0.11,NOT PLANET
5547,0.0,286.031721,0,0.011,-3.812,0,12.3367,0.681,-0.057,1,-134.9,730.258,1,1,0,0,-19.9975,6657.0,-0.09,17.003203,1,0.0,-0.053,1.78,0.09,-0.011,1.0,4.08,1,0.057,0,1.0,19.9975,0.09,0.053,134.9,-0.09,NOT PLANET
5548,0.0,137.518351,0,0.006,5.373,0,9.1103,-12.929,-0.051,1,-179.5,436.431,1,1,0,0,-5.9645,9255.0,-0.07,-43.924957,1,0.0,-0.053,2.9098899,0.07,-0.006,1.0,3.88,1,0.051,0,1.0,5.9645,0.0878742,0.053,179.5,-0.0878742,NOT PLANET
5560,0.0,304.882706,0,0.008,-37.573,0,10.9951,21.376,-0.046,1,-157.0,64.193,1,1,0,0,-0.17225,3827.0,-0.01,-8.298523,1,0.0,-0.076,0.64,0.01,-0.008,1.0,4.62,1,0.046,0,1.0,0.17225,0.02,0.076,157.0,-0.02,NOT PLANET
5565,0.0,294.008142,0,0.006,10.179,0,12.3924,31.57,-0.046,1,-133.2,438.754,1,1,0,0,-4.7475,6114.0,-0.08,32.214606,1,0.0,-0.037,0.97,0.08,-0.006,1.0,4.52,1,0.046,0,1.0,4.7475,0.05,0.037,133.2,-0.05,NOT PLANET
